Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Raw,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:09:00.645,153,19061,19264,79285,28721,0.956,0.328,0.148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.693,154,19080,19275,79314,28715,0.958,0.323,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.725,155,19084,19282,79330,28727,0.955,0.324,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.772,156,19103,19296,79359,28736,0.954,0.33,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.804,157,19127,19314,79374,28743,0.956,0.324,0.137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.837,158,19152,19329,79396,28749,0.956,0.325,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.884,159,19169,19344,79426,28762,0.954,0.33,0.138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.916,160,19193,19364,79452,28757,0.953,0.319,0.135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.962,161,19209,19389,79471,28763,0.954,0.335,0.135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.007,162,19235,19400,79487,28765,0.956,0.326,0.138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.054,163,19256,19428,79488,28762,0.955,0.316,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.085,164,19257,19411,79495,28778,0.955,0.33,0.138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.132,165,19252,19397,79508,28791,0.954,0.327,0.142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.179,166,19248,19383,79545,28808,0.956,0.317,0.128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.211,167,19249,19360,79578,28837,0.955,0.323,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.243,168,19261,19362,79596,28841,0.955,0.327,0.129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.274,169,19267,19362,79611,28846,0.955,0.329,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.322,170,19275,19363,79640,28850,0.954,0.322,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.368,171,19286,19362,79642,28853,0.953,0.327,0.141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.399,172,19299,19363,79651,28846,0.955,0.33,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.447,173,19312,19372,79668,28853,0.953,0.321,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.479,174,19322,19376,79677,28862,0.953,0.328,0.139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.525,175,19337,19386,79710,28859,0.955,0.322,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.557,176,19360,19403,79748,28875,0.956,0.323,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.604,177,19381,19419,79767,28886,0.955,0.328,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.636,178,19396,19438,79773,28885,0.957,0.327,0.136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.684,179,19408,19456,79781,28886,0.956,0.329,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.716,180,19436,19471,79798,28882,0.954,0.334,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.764,181,19458,19491,79805,28886,0.957,0.324,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.796,182,19463,19496,79797,28885,0.956,0.325,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.842,183,19461,19482,79804,28900,0.955,0.323,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.888,184,19456,19462,79825,28926,0.953,0.325,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.920,185,19454,19435,79836,28934,0.956,0.326,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.966,186,19448,19419,79860,28944,0.957,0.331,0.127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:01.996,187,19460,19410,79873,28956,0.953,0.33,0.135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.044,188,19457,19398,79887,28959,0.954,0.334,0.139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.076,189,19469,19395,79891,28957,0.957,0.32,0.125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.124,190,19474,19398,79912,28969,0.955,0.325,0.125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.156,191,19488,19395,79939,28972,0.958,0.339,0.136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.204,192,19491,19384,79963,28974,0.954,0.326,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.235,193,19505,19394,79991,28974,0.955,0.325,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.283,194,19514,19405,79997,28979,0.957,0.331,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.315,195,19533,19412,80018,28989,0.955,0.329,0.138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.363,196,19556,19426,80015,28985,0.954,0.328,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.410,197,19563,19444,80013,28991,0.955,0.328,0.127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.458,198,19579,19450,80022,28994,0.957,0.326,0.123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.491,199,19593,19472,80031,28984,0.951,0.34,0.129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.537,200,19602,19480,80034,28976,0.955,0.326,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.569,201,19611,19485,80020,28977,0.957,0.324,0.128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.615,202,19614,19470,80022,28993,0.956,0.325,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.647,203,19604,19443,80016,29000,0.955,0.334,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.695,204,19593,19417,80052,29025,0.955,0.323,0.128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.729,205,19586,19392,80072,29035,0.955,0.333,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.759,206,19582,19368,80092,29039,0.955,0.332,0.129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.807,207,19580,19367,80113,29047,0.951,0.331,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.837,208,19583,19359,80118,29043,0.954,0.325,0.124,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.897,209,19584,19352,80116,29050,0.955,0.33,0.135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.927,210,19585,19355,80125,29050,0.957,0.327,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:02.972,211,19589,19358,80127,29057,0.954,0.321,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.002,212,19600,19359,80146,29061,0.954,0.332,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.034,213,19602,19363,80162,29070,0.954,0.329,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.082,214,19608,19365,80179,29076,0.954,0.325,0.128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.130,215,19620,19384,80207,29068,0.955,0.328,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.177,216,19640,19399,80214,29084,0.957,0.331,0.125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.208,217,19649,19411,80246,29084,0.956,0.327,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.255,218,19656,19424,80268,29097,0.952,0.336,0.128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.287,219,19673,19445,80275,29102,0.955,0.333,0.124,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.319,220,19678,19446,80269,29087,0.956,0.326,0.125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.367,221,19670,19429,80273,29112,0.954,0.326,0.135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.399,222,19656,19407,80279,29116,0.955,0.326,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.446,223,19647,19377,80275,29128,0.955,0.329,0.127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.479,224,19637,19347,80293,29148,0.955,0.331,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.523,225,19628,19327,80296,29149,0.955,0.328,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.569,226,19621,19320,80310,29143,0.955,0.334,0.132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.616,227,19626,19307,80314,29155,0.955,0.326,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.653,228,19621,19307,80322,29149,0.958,0.333,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.679,229,19613,19296,80311,29143,0.957,0.333,0.129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.725,230,19608,19287,80313,29153,0.957,0.327,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.773,231,19624,19292,80316,29150,0.957,0.332,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.806,232,19627,19298,80345,29164,0.954,0.324,0.126,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.851,233,19631,19303,80362,29165,0.955,0.335,0.134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.883,238,19671,19360,80439,29182,0.956,0.336,0.125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.930,239,19681,19381,80448,29185,0.958,0.317,0.125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:03.975,240,19683,19369,80424,29184,0.956,0.329,0.136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:04.005,241,19674,19348,80420,29189,0.953,0.333,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
