Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Raw,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:08:54.458,255,19839,17267,77371,26942,-1.29,0.596,1.637,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.490,0,19618,17186,78237,28018,-0.168,-6.35,-0.104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.538,1,20042,17400,71395,24508,2.04,-2.572,-1.427,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.570,2,19866,17125,68048,22673,-1.334,2.953,2.227,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.602,3,19601,17202,73919,25329,-1.631,2.698,3.066,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.634,4,19488,17195,74134,26002,-1.772,-3.018,0.799,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.682,5,19725,17329,73926,25838,2.083,-4.85,-1.961,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.717,6,20009,17281,61992,20328,0.844,-0.795,-0.732,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.762,7,19737,17167,69522,23419,-1.587,3.05,3.264,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.808,8,19634,17293,72035,24630,-1.509,1.353,2.617,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.838,9,19680,17405,72116,25279,-0.974,-3.692,-0.372,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.886,10,20076,17501,71433,24721,2.402,-4.67,-2.007,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.918,11,20175,17399,68544,23326,-0.334,-0.193,1.304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.966,12,19878,17326,74258,25692,-1.342,3.907,3.597,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:54.997,13,19866,17530,74854,26225,-1.891,0.497,1.202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.043,14,19802,17501,75116,26831,0.253,-5.942,-1.152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.074,15,20187,17496,69287,23627,2.043,-2.199,-1.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.122,16,19990,17280,69408,23565,-0.62,1.154,1.687,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.168,17,19903,17291,76290,26656,-0.266,1.103,2.143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.201,18,19854,17263,78267,27728,-0.48,-0.711,1.312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.247,19,19812,17281,78792,27977,-0.247,-1.371,0.622,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.287,20,19836,17404,77589,27066,0.432,-1.018,0.271,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.327,21,19853,17457,76329,26269,0.562,-0.884,0.291,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.359,22,19824,17428,76211,26149,0.468,-0.743,0.531,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.407,23,19789,17386,76423,26197,0.409,-0.772,0.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.452,24,19738,17353,76773,26332,0.375,-0.872,0.996,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.483,25,19724,17348,77020,26431,0.429,-0.77,0.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.515,26,19752,17385,77147,26517,0.425,-0.744,0.939,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.562,27,19779,17442,77804,27024,0.47,-0.812,0.922,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.611,28,19828,17506,79236,27972,0.477,-0.792,0.883,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.641,29,19880,17611,79707,28357,0.609,-0.76,0.874,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.688,30,19780,17711,76664,26991,0.657,-0.558,0.747,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.720,31,19704,17740,72198,24892,0.686,-0.377,0.567,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.767,32,19691,17726,68405,23074,0.675,-0.19,0.439,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.799,33,19636,17644,64381,21193,0.654,0.014,0.282,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.846,34,19585,17545,61640,19947,0.614,0.153,0.245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.893,35,19530,17470,60500,19446,0.686,0.239,0.312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.923,36,19474,17405,60366,19408,0.669,0.392,0.312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:55.968,37,19422,17338,60806,19644,0.694,0.37,0.431,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.000,38,19417,17308,62453,20427,0.775,0.222,0.487,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.048,39,19386,17352,64043,21107,0.777,0.235,0.381,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.079,40,19346,17394,65141,21573,0.811,0.261,0.456,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.125,41,19312,17451,66286,22057,0.827,0.268,0.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.157,42,19269,17501,66614,22165,0.85,0.364,0.393,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.205,43,19211,17601,67013,22311,0.879,0.252,0.372,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.235,44,19185,17682,67615,22573,0.875,0.267,0.355,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.282,45,19154,17700,67625,22642,0.828,0.381,0.352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.314,46,19123,17740,67568,22695,0.926,0.356,0.222,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.362,47,19074,17821,67650,22774,0.959,0.326,0.202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.407,48,19043,17917,67757,22867,0.969,0.334,0.268,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.439,49,19003,18008,68295,23157,0.966,0.305,0.335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.486,50,18980,18103,69176,23606,0.906,0.386,0.345,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.534,51,18933,18203,70200,24114,0.94,0.378,0.297,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.566,52,18883,18317,71433,24699,0.937,0.369,0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.614,53,18840,18434,72442,25206,0.954,0.381,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.646,54,18808,18531,73228,25605,0.915,0.371,0.208,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.692,55,18776,18602,74083,26052,0.95,0.361,0.153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.727,56,18760,18668,75104,26568,0.973,0.33,0.068,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.770,57,18745,18719,76106,27092,0.931,0.359,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.818,58,18753,18721,77042,27577,0.94,0.378,0.194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.850,59,18762,18717,77955,28069,0.955,0.329,0.162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.898,60,18778,18693,78570,28397,0.955,0.305,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.929,61,18795,18682,78925,28590,0.939,0.367,0.154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:56.961,62,18805,18654,79076,28682,0.947,0.372,0.179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.008,63,18811,18646,79034,28673,0.952,0.335,0.116,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.055,64,18805,18618,78900,28605,0.949,0.342,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.089,65,18816,18604,78764,28546,0.947,0.365,0.147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.166,66,18820,18603,78649,28489,0.949,0.357,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.198,67,18819,18605,78535,28452,0.951,0.333,0.131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.244,68,18815,18608,78440,28420,0.954,0.328,0.123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.276,69,18808,18593,78349,28393,0.947,0.365,0.139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.324,70,18777,18579,78222,28342,0.95,0.362,0.146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.356,71,18769,18569,78185,28333,0.952,0.334,0.111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.403,72,18748,18572,78162,28317,0.943,0.363,0.141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.434,73,18743,18577,78083,28283,0.951,0.367,0.174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.481,74,18742,18594,78056,28265,0.948,0.346,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.526,75,18737,18602,78032,28258,0.949,0.351,0.154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.558,76,18744,18628,77978,28228,0.948,0.329,0.168,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.604,77,18746,18645,77849,28155,0.953,0.341,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.636,78,18755,18668,77673,28060,0.95,0.346,0.163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.684,79,18765,18692,77573,27998,0.948,0.346,0.146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.716,80,18777,18729,77529,27964,0.952,0.344,0.142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.762,81,18805,18757,77567,27967,0.949,0.329,0.147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.807,82,18818,18787,77609,27982,0.95,0.341,0.161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.839,83,18845,18824,77666,27994,0.949,0.343,0.148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.887,84,18863,18854,77716,28020,0.95,0.33,0.157,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.924,85,18878,18882,77707,28006,0.95,0.346,0.169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.963,86,18891,18883,77707,28014,0.953,0.33,0.138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:57.995,87,18874,18875,77756,28045,0.955,0.327,0.139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.043,88,18839,18855,77770,28058,0.952,0.332,0.133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.074,89,18817,18823,77810,28090,0.952,0.329,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.119,90,18780,18809,77869,28118,0.95,0.332,0.167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.167,91,18768,18796,77913,28148,0.953,0.334,0.156,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.198,92,18763,18792,77917,28139,0.951,0.328,0.138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.245,93,18748,18788,77919,28142,0.954,0.336,0.137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.276,94,18739,18800,77936,28147,0.95,0.33,0.137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.324,95,18746,18805,77960,28159,0.954,0.332,0.146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.356,96,18742,18817,77982,28159,0.953,0.329,0.153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.403,97,18752,18829,78006,28168,0.954,0.321,0.145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.435,98,18761,18854,78014,28173,0.955,0.33,0.135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.483,99,18773,18879,78047,28177,0.95,0.333,0.141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.528,100,18792,18902,78094,28197,0.952,0.329,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.560,101,18804,18941,78132,28208,0.955,0.324,0.142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.607,102,18822,18962,78156,28207,0.954,0.327,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.639,103,18836,18986,78192,28228,0.948,0.341,0.155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.687,104,18852,19016,78219,28238,0.954,0.328,0.141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.718,105,18855,19034,78222,28239,0.953,0.325,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.765,106,18849,19030,78219,28253,0.954,0.324,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.796,107,18819,19008,78241,28266,0.95,0.326,0.146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.844,108,18794,18990,78234,28273,0.954,0.328,0.151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.892,109,18763,18969,78215,28278,0.954,0.331,0.143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.924,110,18748,18956,78245,28278,0.952,0.337,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:58.972,111,18736,18953,78296,28299,0.953,0.326,0.141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.004,112,18736,18951,78324,28311,0.952,0.331,0.145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.052,113,18729,18956,78359,28320,0.952,0.328,0.146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.083,114,18743,18963,78369,28332,0.952,0.327,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.128,115,18741,18964,78399,28345,0.953,0.328,0.151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.176,116,18747,18972,78426,28345,0.954,0.328,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.207,117,18758,18985,78444,28357,0.955,0.326,0.145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.254,118,18777,19003,78457,28364,0.951,0.324,0.151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.284,119,18791,19016,78472,28374,0.955,0.332,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.317,120,18803,19035,78491,28367,0.953,0.321,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.363,121,18821,19067,78505,28356,0.955,0.33,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.408,122,18846,19091,78522,28360,0.953,0.322,0.147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.439,123,18854,19112,78533,28367,0.951,0.337,0.151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.486,124,18881,19138,78554,28365,0.957,0.333,0.139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.517,125,18884,19140,78546,28378,0.953,0.319,0.148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.563,126,18873,19133,78568,28388,0.955,0.331,0.143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.595,127,18856,19121,78588,28420,0.951,0.327,0.152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.642,128,18834,19090,78623,28431,0.955,0.324,0.148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.688,129,18826,19084,78665,28472,0.954,0.326,0.143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.720,130,18820,19075,78720,28485,0.952,0.333,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.769,131,18828,19081,78759,28506,0.954,0.33,0.145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.801,132,18835,19085,78776,28512,0.952,0.324,0.156,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.847,133,18835,19094,78795,28511,0.956,0.333,0.147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.894,134,18855,19099,78810,28529,0.956,0.324,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.925,135,18848,19106,78843,28541,0.954,0.322,0.154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:59.956,136,18861,19114,78851,28538,0.952,0.327,0.151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.002,137,18877,19132,78883,28545,0.953,0.322,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.049,138,18899,19155,78927,28556,0.953,0.32,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.079,139,18913,19177,78955,28566,0.954,0.319,0.159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.126,140,18936,19198,78983,28572,0.958,0.326,0.152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.158,141,18960,19220,79009,28580,0.952,0.322,0.152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.206,142,18978,19241,79044,28593,0.952,0.335,0.152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.252,143,18994,19263,79074,28608,0.958,0.312,0.141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.287,144,19019,19289,79085,28612,0.956,0.312,0.144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.332,145,19028,19291,79089,28617,0.956,0.329,0.152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.380,146,19020,19280,79115,28635,0.952,0.325,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.410,147,19018,19265,79132,28654,0.957,0.32,0.149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.456,148,19006,19244,79165,28678,0.955,0.328,0.142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.487,149,19010,19243,79207,28685,0.954,0.333,0.151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.535,150,19021,19246,79226,28704,0.955,0.326,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.573,151,19030,19256,79240,28701,0.958,0.324,0.145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:09:00.609,152,19045,19255,79262,28697,0.956,0.323,0.136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
