Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Algorithm,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:16:28.344,166,85471,79211,0,0,0.021,-0.493,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47835,--,--,--,--,--
2022-02-17 13:16:28.436,167,85337,79132,0,0,0.02,-0.493,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47835,--,--,--,--,--
2022-02-17 13:16:28.443,168,85161,79019,1,0,0.021,-0.49,0.915,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47835,--,--,--,--,--
2022-02-17 13:16:28.504,169,85005,78910,1,0,0.02,-0.493,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47835,--,--,--,--,--
2022-02-17 13:16:28.513,170,84888,78843,0,0,0.022,-0.493,0.91,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47835,--,--,--,--,--
2022-02-17 13:16:28.568,171,84828,78833,0,0,0.02,-0.493,0.919,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.626,172,84799,78840,0,1,0.021,-0.491,0.915,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.631,173,84778,78857,0,1,0.021,-0.493,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.691,174,84754,78881,1,0,0.022,-0.493,0.915,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.704,175,84730,78899,0,1,0.02,-0.492,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.768,176,84720,78939,0,0,0.021,-0.493,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.843,178,84749,79023,2,0,0.021,-0.49,0.915,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.901,179,84780,79070,1,0,0.022,-0.493,0.915,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.907,180,84817,79121,0,0,0.021,-0.493,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:28.960,181,84862,79180,0,0,0.022,-0.492,0.915,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.037,182,84910,79240,0,0,0.022,-0.493,0.912,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.043,183,84968,79308,0,1,0.021,-0.493,0.917,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.100,184,85032,79377,0,0,0.023,-0.492,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.106,185,85092,79445,1,0,0.023,-0.493,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.163,186,85086,79459,0,1,0.022,-0.492,0.918,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.220,187,84969,79371,1,0,0.023,-0.492,0.92,2,65,85,339.2,35,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.225,188,84802,79230,1,0,0.022,-0.493,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.282,189,84654,79096,0,1,0.022,-0.493,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.310,190,84550,78991,1,0,0.025,-0.493,0.912,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.373,191,84498,78932,1,0,0.024,-0.492,0.917,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.379,192,84492,78903,0,0,0.022,-0.492,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.448,193,84494,78879,0,1,0.021,-0.493,0.914,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.512,195,84493,78838,1,0,0.02,-0.492,0.916,2,65,85,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47836,--,--,--,--,--
2022-02-17 13:16:29.519,196,84484,78820,0,1,0.023,-0.494,0.913,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.577,197,84490,78820,0,1,0.025,-0.493,0.918,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.583,198,84512,78829,0,0,0.023,-0.493,0.913,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.643,199,84542,78867,1,1,0.022,-0.493,0.916,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.697,200,84592,78905,0,0,0.021,-0.493,0.914,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.702,201,84644,78955,0,0,0.022,-0.493,0.915,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.749,202,84709,79012,0,0,0.023,-0.492,0.914,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.799,203,84782,79078,0,1,0.022,-0.493,0.916,2,65,85,453.2,6,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.855,204,84851,79145,0,0,0.023,-0.491,0.915,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.865,205,84930,79215,0,0,0.024,-0.493,0.916,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.921,206,84961,79242,0,2,0.021,-0.493,0.913,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.986,207,84883,79174,0,0,0.021,-0.493,0.917,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:29.991,208,84741,79041,0,1,0.024,-0.492,0.916,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.062,209,84611,78902,0,1,0.026,-0.494,0.911,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.068,210,84519,78786,0,0,0.022,-0.493,0.918,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.134,211,84468,78727,0,0,0.025,-0.493,0.911,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.141,212,84481,78711,0,1,0.021,-0.492,0.915,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.200,213,84503,78704,0,0,0.023,-0.493,0.917,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.272,214,84527,78699,0,0,0.024,-0.492,0.915,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.280,215,84544,78696,1,0,0.023,-0.493,0.916,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.336,216,84580,78714,0,0,0.024,-0.492,0.916,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.392,217,84623,78748,0,1,0.023,-0.492,0.915,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.447,218,84683,78797,1,0,0.024,-0.492,0.912,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.503,219,84757,78855,1,1,0.023,-0.493,0.918,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.508,220,84844,78926,0,0,0.023,-0.493,0.914,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47837,--,--,--,--,--
2022-02-17 13:16:30.574,221,84935,78999,1,0,0.026,-0.492,0.916,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.580,222,85029,79091,1,0,0.022,-0.493,0.911,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.643,223,85127,79182,0,0,0.024,-0.492,0.916,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.693,224,85234,79272,1,0,0.023,-0.492,0.916,2,65,84,1021.9,12,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.698,225,85345,79369,0,0,0.023,-0.493,0.915,2,65,84,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.756,226,85432,79434,0,0,0.022,-0.494,0.914,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.812,227,85416,79410,1,0,0.023,-0.493,0.913,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.817,228,85316,79317,0,0,0.021,-0.493,0.913,2,65,85,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.891,229,85216,79212,1,0,0.023,-0.493,0.914,2,65,86,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.899,230,85153,79122,0,0,0.022,-0.493,0.916,2,65,86,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:30.956,231,85137,79077,0,0,0.023,-0.492,0.911,2,65,86,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.004,233,85202,79090,0,2,0.022,-0.492,0.915,2,65,87,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.076,234,85260,79120,1,0,0.024,-0.493,0.914,2,65,88,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.081,235,85298,79137,0,0,0.025,-0.492,0.916,2,65,88,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.151,236,85349,79162,0,0,0.023,-0.492,0.917,2,65,89,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.211,237,85404,79189,1,0,0.026,-0.492,0.917,2,65,89,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.217,238,85476,79228,1,0,0.027,-0.492,0.918,2,65,89,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.272,239,85566,79294,1,0,0.025,-0.492,0.916,2,65,90,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.332,240,85661,79352,1,0,0.024,-0.493,0.913,2,65,90,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.337,241,85768,79430,0,0,0.023,-0.492,0.916,2,65,91,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.399,242,85880,79498,0,0,0.024,-0.493,0.915,2,65,91,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.462,243,85990,79573,0,1,0.027,-0.493,0.913,2,65,91,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.468,244,86105,79660,1,0,0.025,-0.492,0.916,2,65,92,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.531,245,86226,79748,0,0,0.023,-0.492,0.914,2,65,92,1017.9,12,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47838,--,--,--,--,--
2022-02-17 13:16:31.545,246,86346,79804,1,0,0.025,-0.492,0.919,2,65,92,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.600,248,86361,79746,1,0,0.024,-0.493,0.916,2,65,93,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.666,249,86271,79660,0,1,0.026,-0.491,0.918,2,65,93,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.675,250,86199,79572,1,1,0.027,-0.493,0.917,2,65,94,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.735,251,86160,79495,0,1,0.025,-0.493,0.916,2,65,94,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.790,252,86168,79466,1,0,0.025,-0.492,0.916,2,65,94,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.858,253,86206,79464,1,1,0.024,-0.492,0.916,2,65,94,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.863,254,86249,79480,0,1,0.023,-0.493,0.914,2,65,95,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.919,255,86283,79487,0,0,0.024,-0.492,0.919,2,65,95,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.972,0,86322,79492,1,1,0.023,-0.492,0.916,2,66,95,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:31.977,1,86367,79503,0,0,0.025,-0.493,0.916,2,66,95,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.035,2,86424,79511,0,3,0.023,-0.491,0.92,2,66,96,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.068,3,86496,79534,0,0,0.024,-0.493,0.917,2,66,96,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.132,4,86573,79576,0,0,0.024,-0.491,0.914,2,66,96,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.137,5,86660,79621,1,0,0.02,-0.492,0.92,2,66,96,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.191,6,86744,79675,0,1,0.022,-0.494,0.912,2,66,96,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.247,7,86826,79728,2,0,0.021,-0.492,0.916,2,66,96,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.305,8,86915,79789,0,1,0.021,-0.492,0.915,2,66,97,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.311,9,87008,79842,0,2,0.022,-0.491,0.917,2,66,97,1017.2,12,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.368,10,87108,79899,1,1,0.025,-0.493,0.914,2,66,97,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.376,11,87170,79931,0,0,0.021,-0.492,0.915,2,66,97,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.434,12,87152,79907,0,0,0.02,-0.492,0.917,2,66,97,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.493,14,86974,79779,0,0,0.022,-0.492,0.917,2,66,97,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47839,--,--,--,--,--
2022-02-17 13:16:32.498,15,86932,79728,0,0,0.022,-0.492,0.916,2,66,97,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.566,16,86935,79702,1,0,0.022,-0.492,0.916,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.633,17,86963,79714,0,0,0.023,-0.49,0.916,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.640,18,86993,79736,0,0,0.022,-0.491,0.919,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.700,19,87025,79741,0,1,0.025,-0.492,0.914,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.758,20,87057,79751,0,0,0.023,-0.492,0.917,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.819,21,87102,79772,0,0,0.023,-0.492,0.916,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.825,22,87155,79816,0,0,0.023,-0.494,0.913,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.884,23,87225,79875,1,0,0.023,-0.491,0.919,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.936,24,87308,79937,0,0,0.025,-0.492,0.914,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:32.941,25,87399,79996,0,1,0.023,-0.492,0.918,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.001,26,87500,80072,0,1,0.025,-0.492,0.915,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.061,27,87603,80152,0,1,0.027,-0.493,0.915,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.066,28,87707,80230,0,0,0.023,-0.492,0.915,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.130,29,87815,80311,0,0,0.026,-0.492,0.916,2,67,98,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.139,30,87923,80380,0,1,0.027,-0.492,0.915,2,67,99,1012.2,12,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.202,31,87969,80412,0,1,0.024,-0.494,0.911,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.258,32,87917,80417,1,0,0.022,-0.492,0.919,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.262,33,87825,80384,0,0,0.025,-0.492,0.915,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.314,34,87763,80345,0,1,0.025,-0.494,0.914,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.369,35,87740,80331,0,0,0.024,-0.491,0.915,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.427,36,87750,80333,0,0,0.024,-0.492,0.919,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.433,37,87796,80367,0,1,0.025,-0.492,0.914,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.497,38,87844,80393,0,0,0.025,-0.492,0.915,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.502,39,87878,80411,0,0,0.028,-0.491,0.917,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47840,--,--,--,--,--
2022-02-17 13:16:33.562,40,87928,80443,0,0,0.024,-0.492,0.916,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.578,41,87974,80469,0,1,0.023,-0.491,0.918,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.653,42,88039,80509,0,0,0.026,-0.492,0.917,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.661,43,88111,80558,1,0,0.025,-0.492,0.916,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.714,44,88199,80625,0,1,0.023,-0.493,0.919,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.786,45,88289,80695,0,1,0.025,-0.492,0.917,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.792,46,88378,80756,1,1,0.027,-0.492,0.915,2,68,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.851,47,88473,80821,0,0,0.027,-0.493,0.919,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.857,48,88563,80893,1,0,0.027,-0.491,0.921,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.931,49,88663,80976,0,1,0.027,-0.491,0.918,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.983,50,88745,81037,0,0,0.024,-0.493,0.92,2,69,99,823.2,12,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:33.988,51,88728,81022,0,0,0.026,-0.492,0.911,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.044,52,88620,80939,0,1,0.025,-0.492,0.919,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.117,53,88493,80854,1,0,0.026,-0.492,0.915,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.129,54,88390,80778,0,0,0.029,-0.493,0.914,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.187,55,88325,80725,1,0,0.027,-0.492,0.916,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.192,56,88299,80708,0,0,0.027,-0.493,0.915,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.247,57,88308,80712,0,2,0.026,-0.492,0.916,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
2022-02-17 13:16:34.318,58,88316,80720,0,1,0.026,-0.492,0.917,2,69,99,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47841,--,--,--,--,--
